clues,clues_nombre,jurisdiccion,municipio,localidad,tipologia,empresa_clave,tipo_clues,empresa_nombre,director_unidad,administrador,encargado_almacen,coordinador_comision_abasto,lugar_entrega
CSSSA004180,MACEDONIA,9,OCOSINGO,MACEDONIA,"UNIDAD MÓVIL
",disur,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA004204,BALAXTE,9,OCOSINGO,BALAXTE,"CASA DE SALUD
",disur,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA004216,LA SOLEDAD,9,OCOSINGO,LA SOLEDAD,"RURAL DE 01 NÚCLEO BÁSICO
",disur,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA004233,YAXALA,9,OCOSINGO,YAXALÁ,"UNIDAD MÓVIL
",disur,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA004245,EL PROGRESO,9,OCOSINGO,EL PROGRESO,"CASA DE SALUD
",disur,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA004250,PATIHUITZ,9,OCOSINGO,PATIHUITZ,"RURAL DE 01 NÚCLEO BÁSICO
",disur,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA004262,NUEVO DURANGO,9,OCOSINGO,NUEVO DURANGO,"CASA DE SALUD
",disur,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA004291,OCOZOCOAUTLA,1,OCOZOCOAUTLA DE ESPINOSA,OCOZOCOAUTLA DE ESPINOSA,"URBANO DE 02 NÚCLEOS BÁSICOS
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA004303,EJIDO GRAL. FRANCISCO VILLA,1,OCOZOCOAUTLA DE ESPINOSA,GENERAL FRANCISCO VILLA,"CASA DE SALUD
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA004320,HERMENEGILDO GALEANA,1,OCOZOCOAUTLA DE ESPINOSA,HERMENEGILDO GALEANA,"RURAL DE 01 NÚCLEO BÁSICO
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA004332,JOSÉ CASTILLO TIELMAN,1,OCOZOCOAUTLA DE ESPINOSA,JOSÉ CASTILLO TIELMANS,"CASA DE SALUD
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA004344,RAYMUNDO ENRÍQUEZ (VISTA HERMOSA),1,OCOZOCOAUTLA DE ESPINOSA,VILLAHERMOSA (REYMUNDO ENRÍQUEZ),"CASA DE SALUD
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA004356,ARMANDO ZEBADÚA,1,OCOZOCOAUTLA DE ESPINOSA,ARMANDO ZEBADÚA,"CASA DE SALUD
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA004361,ALFREDO V. BONFIL,1,OCOZOCOAUTLA DE ESPINOSA,ALFREDO V. BONFIL,"CASA DE SALUD
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA004373,LÁZARO CÁRDENAS,1,OCOZOCOAUTLA DE ESPINOSA,LÁZARO CÁRDENAS,"UNIDAD MÓVIL
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA004385,LA INDEPENDENCIA (LAS PILAS),1,OCOZOCOAUTLA DE ESPINOSA,LA INDEPENDENCIA (LAS PILAS),"CASA DE SALUD
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA004390,NUEVO EMBARCADERO APIC - PAC,1,OCOZOCOAUTLA DE ESPINOSA,NUEVO EMBARCADERO APIC PAC (SANTA LAURA),"CASA DE SALUD
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA004402,EMBARCADERO APIC - PAC,1,OCOZOCOAUTLA DE ESPINOSA,EL EMBARCADERO APIC PAC,"UNIDAD MÓVIL
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA004426,CATEDRAL DE CHIAPAS,5,OSTUACÁN,CATEDRAL DE CHIAPAS,"CASA DE SALUD
",disur,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA004431,SALOMÓN GONZÁLEZ BLANCO,5,OSTUACÁN,SALOMÓN GONZÁLEZ BLANCO,"CASA DE SALUD
",disur,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA004443,PLAN DE AYALA,5,OSTUACÁN,PLAN DE AYALA,"RURAL DE 01 NÚCLEO BÁSICO
",disur,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA004455,JUAN DEL GRIJALVA,5,OSTUACÁN,JUAN DEL GRIJALVA,"UNIDAD MÓVIL
",disur,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA004460,PEÑA 2A. SECCIÓN,5,OSTUACÁN,LA PEÑA 2DA. SECCIÓN,"CASA DE SALUD
",disur,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA004472,LAGUNA LA CAMPANA,5,OSTUACÁN,LAGUNA LA CAMPANA,"CASA DE SALUD
",disur,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA004484,TRIUNFO AGRARISTA,1,OSUMACINTA,TRIUNFO AGRARISTA,"CASA DE SALUD
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA004496,OXCHUC,2,OXCHUC,OXCHUC,"CENTRO DE SALUD CON HOSPITALIZACIÓN
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA004530,MESBILJA,2,OXCHUC,MESBILJA,"RURAL DE 01 NÚCLEO BÁSICO
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA004542,EL NIZ,2,OXCHUC,EL NIZ,"RURAL DE 01 NÚCLEO BÁSICO
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA004566,TZONTEALJA,2,OXCHUC,TZONTEALJA,"RURAL DE 01 NÚCLEO BÁSICO
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA004583,GUADALUPE BACJA,2,OXCHUC,GUADALUPE XOIXMAL,"RURAL DE 01 NÚCLEO BÁSICO
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA004600,PALENQUE,6,PALENQUE,PALENQUE,"URBANO DE 09 NÚCLEOS BÁSICOS
",disur,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA004612,CHACAMAX,6,PALENQUE,CHACAMAX,"CASA DE SALUD
",disur,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA004624,NUEVO EDÉN,6,PALENQUE,EL EDÉN,"UNIDAD MÓVIL
",disur,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA004641,LÁZARO CÁRDENAS,6,PALENQUE,LÁZARO CÁRDENAS,"RURAL DE 01 NÚCLEO BÁSICO
",disur,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA004665,EL NARANJO,6,PALENQUE,EL NARANJO,"RURAL DE 01 NÚCLEO BÁSICO
",disur,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA004670,NUEVA ESPERANZA 1A SECCIÓN,6,PALENQUE,NUEVA ESPERANZA 1RA. SECCIÓN,"RURAL DE 01 NÚCLEO BÁSICO
",disur,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA004694,RÍO CHANCALÁ,6,PALENQUE,RÍO CHANCALÁ,"RURAL DE 02 NÚCLEOS BÁSICOS
",disur,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA004706,SAN MATEO (ANTES SAN FELIPE),6,PALENQUE,NO ESPECIFICADO,"CASA DE SALUD
",disur,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA004723,SAN MARTÍN CHAMIZAL,6,PALENQUE,SAN MARTÍN CHAMIZAL,"RURAL DE 01 NÚCLEO BÁSICO
",disur,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA004735,SAN MATEO,6,PALENQUE,SAN MATEO,"CASA DE SALUD
",disur,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA004740,TOMÁS GARRIDO CANABAL,6,PALENQUE,TOMÁS GARRIDO CANABAL,"CASA DE SALUD
",disur,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA004752,LA UNIÓN,6,PALENQUE,NO ESPECIFICADO,"RURAL DE 01 NÚCLEO BÁSICO
",disur,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA004764,ROBERTO BARRIOS,6,PALENQUE,PROFESOR ROBERTO BARRIOS,"RURAL DE 01 NÚCLEO BÁSICO
",disur,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA004776,MIGUEL HIDALGO,6,PALENQUE,MIGUEL HIDALGO (ESTACIÓN LACANDÓN),"RURAL DE 01 NÚCLEO BÁSICO
",disur,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA004793,SATURNINO RÍOS,6,PALENQUE,SATURNINO RÍOS,"RURAL DE 01 NÚCLEO BÁSICO
",disur,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA004810,CHOCOLJAITO,6,PALENQUE,CHOCOLJAÍTO,"RURAL DE 01 NÚCLEO BÁSICO
",disur,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA004822,EBEN EZER,6,PALENQUE,EBEN EZER,"RURAL DE 01 NÚCLEO BÁSICO
",disur,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA004834,NUEVA ESPERANZA PROGRESISTA,6,PALENQUE,NUEVA ESPERANZA PROGRESISTA,"RURAL DE 01 NÚCLEO BÁSICO
",disur,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA004846,PANTELHÓ,2,PANTELHÓ,PANTELHÓ,"RURAL DE 01 NÚCLEO BÁSICO
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA004904,EL CAMPO,2,PANTELHÓ,EL CAMPO,"CASA DE SALUD
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA004916,CARRIZAL,5,PANTEPEC,EL CARRIZAL,"RURAL DE 01 NÚCLEO BÁSICO
",disur,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA004950,PICHUCALCO,5,PICHUCALCO,PICHUCALCO,"URBANO DE 05 NÚCLEOS BÁSICOS
",disur,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA004962,VIEJO NICAPA,5,PICHUCALCO,VIEJO NICAPA,"CASA DE SALUD
",disur,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA004986,CAMOAPITA 2A. SECCIÓN,5,PICHUCALCO,CAMOAPITA 2DA.SECCIÓN A (CENTRO),"UNIDAD MÓVIL
",disur,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA004991,AZUFRE 2A. SECCIÓN,5,PICHUCALCO,EL AZUFRE 2DA. SECCIÓN,"UNIDAD MÓVIL
",disur,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA005003,TECTUAPAN,5,PICHUCALCO,TECTUAPAN,"RURAL DE 01 NÚCLEO BÁSICO
",disur,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA005015,IGNACIO ZARAGOZA,5,PICHUCALCO,IGNACIO ZARAGOZA BAJO,"RURAL DE 01 NÚCLEO BÁSICO
",disur,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA005032,LAS BRISAS,8,PIJIJIAPAN,LAS BRISAS,"RURAL DE 01 NÚCLEO BÁSICO
",disur,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA005044,EL ROSARIO,8,PIJIJIAPAN,EL ROSARIO,"UNIDAD MÓVIL
",disur,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA005056,EL CARMEN,8,PIJIJIAPAN,EL CARMEN,"RURAL DE 01 NÚCLEO BÁSICO
",disur,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA005061,NUEVA COAPA ECHEGARAY,8,PIJIJIAPAN,NUEVA COAPA (ESTACIÓN ECHEGARAY),"RURAL DE 01 NÚCLEO BÁSICO
",disur,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA005073,HERMENEGILDO GALEANA,8,PIJIJIAPAN,HERMENEGILDO GALEANA,"RURAL DE 01 NÚCLEO BÁSICO
",disur,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA005085,JOAQUÍN AMARO (EJIDO TAMAULIPAS),8,PIJIJIAPAN,TAMAULIPAS (JOAQUÍN AMARO),"RURAL DE 01 NÚCLEO BÁSICO
",disur,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA005090,NUEVA FLOR,8,PIJIJIAPAN,NUEVA FLOR,"CASA DE SALUD
",disur,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA005102,PROGRESO,8,PIJIJIAPAN,PROGRESO,"CASA DE SALUD
",disur,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA005114,EL TOPÓN,8,PIJIJIAPAN,TOPÓN,"UNIDAD MÓVIL
",disur,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA005126,SALTO DE AGUA,8,PIJIJIAPAN,SALTO DE AGUA,"CASA DE SALUD
",disur,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA005131,SAN ISIDRO,8,PIJIJIAPAN,SAN ISIDRO,"RURAL DE 01 NÚCLEO BÁSICO
",disur,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA005143,TAPACHULITA,8,PIJIJIAPAN,TAPACHULITA,"CASA DE SALUD
",disur,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA005155,EJIDO LA ESPERANZA (ZAPOTAL),8,PIJIJIAPAN,LA ESPERANZA (EL ZAPOTAL),"RURAL DE 01 NÚCLEO BÁSICO
",disur,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA005160,RANCH. CHOCOHUITAL ( EMB. COSTA AZUL),8,PIJIJIAPAN,CHOCOHUITAL,"CASA DE SALUD
",disur,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA005172,TUTUAM,8,PIJIJIAPAN,TUTUÁN,"CASA DE SALUD
",disur,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA005184,GUSTAVO LÓPEZ GUTIÉRREZ,8,PIJIJIAPAN,GUSTAVO LÓPEZ GUTIÉRREZ,"CASA DE SALUD
",disur,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA005196,EJIDO NUEVA URBINA,8,PIJIJIAPAN,NUEVA URBINA,"CASA DE SALUD
",disur,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA005201,EJIDO EL VERGEL,8,PIJIJIAPAN,EL VERGEL,"CASA DE SALUD
",disur,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA005213,EJIDO LA CONQUISTA,8,PIJIJIAPAN,LA CONQUISTA,"CASA DE SALUD
",disur,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA005225,NUEVO TENEJAPA (EL RECREO),8,PIJIJIAPAN,EL RECREO (TENEJAPA),"CASA DE SALUD
",disur,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA005230,SAN ANTONIO MANCOMUN,8,PIJIJIAPAN,SAN ANTONIO,"CASA DE SALUD
",disur,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA005242,NUEVO MILENIO SANTA CRUZ,8,PIJIJIAPAN,NUEVO MILENIO SANTA CRUZ LA CENTRAL,"RURAL DE 01 NÚCLEO BÁSICO
",disur,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA005254,ZAPOTILLO,10,EL PORVENIR,ZAPOTILLO,"RURAL DE 01 NÚCLEO BÁSICO
",disur,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA005266,VILLA COLMALTITLÁN,7,VILLA COMALTITLÁN,VILLA COMALTITLÁN,"RURAL DE 03 NÚCLEOS BÁSICOS Y MÁS
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA005271,LA FLOR DE LOTE UNO,7,VILLA COMALTITLÁN,LA FLOR LOTE UNO,"CASA DE SALUD
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA005283,LA FLOR DE LOTE II,7,VILLA COMALTITLÁN,LA FLOR LOTE DOS,"CASA DE SALUD
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA005295,MANUEL ÁVILA CAMACHO,7,VILLA COMALTITLÁN,MANUEL ÁVILA CAMACHO,"CASA DE SALUD
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA005300,MONTE FLOR ARRIBA,7,VILLA COMALTITLÁN,MONTE FLOR ARRIBA,"CASA DE SALUD
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA005312,MULATAL,7,VILLA COMALTITLÁN,EL MULATAL,"CASA DE SALUD
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA005324,RÍO ARRIBA SALVACIÓN,7,VILLA COMALTITLÁN,RÍO ARRIBA SALVACIÓN,"CASA DE SALUD
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA005336,CANTÓN SANTA CRUZ LA UNIÓN,7,VILLA COMALTITLÁN,CANTÓN SANTA CRUZ LA UNIÓN,"CASA DE SALUD
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA005341,PUEBLO NUEVO SOLISTAHUACÁN,5,PUEBLO NUEVO SOLISTAHUACÁN,PUEBLO NUEVO SOLISTAHUACÁN,"CENTRO DE SALUD CON HOSPITALIZACIÓN
",disur,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA005353,ARROYO GRANDE,5,PUEBLO NUEVO SOLISTAHUACÁN,ARROYO GRANDE,"RURAL DE 01 NÚCLEO BÁSICO
",disur,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA005370,AURORA ERMITA,5,PUEBLO NUEVO SOLISTAHUACÁN,AURORA ERMITA,"CASA DE SALUD
",disur,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA005382,LOS LOTES,5,PUEBLO NUEVO SOLISTAHUACÁN,LOS LOTES,"CASA DE SALUD
",disur,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA005394,EL ESTORAQUE,5,PUEBLO NUEVO SOLISTAHUACÁN,EL ESTORAQUE,"CASA DE SALUD
",disur,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA005406,MONTE OLIVO,5,PUEBLO NUEVO SOLISTAHUACÁN,MONTE OLIVO,"CASA DE SALUD
",disur,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA005411,PLAN LÁZARO CÁRDENAS,5,PUEBLO NUEVO SOLISTAHUACÁN,PLAN LÁZARO CÁRDENAS,"CASA DE SALUD
",disur,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA005423,EMILIANO ZAPATA II,5,PUEBLO NUEVO SOLISTAHUACÁN,EMILIANO ZAPATA (SAN JERÓNIMO),"CASA DE SALUD
",disur,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA005435,RAYÓN,5,RAYÓN,RAYÓN,"RURAL DE 01 NÚCLEO BÁSICO
",disur,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA005440,CARRIZAL,5,RAYÓN,CARRIZAL,"CASA DE SALUD
",disur,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA005452,GUADALUPE VICTORIA,5,RAYÓN,GUADALUPE VICTORIA,"CASA DE SALUD
",disur,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA005464,REFORMA,5,REFORMA,REFORMA,"CENTRO DE SALUD CON HOSPITALIZACIÓN
",disur,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA005481,IGNACIO ZARAGOZA,5,REFORMA,IGNACIO ZARAGOZA,"CASA DE SALUD
",disur,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA005493,MACAYO 2A. SECCIÓN,5,REFORMA,MACAYO 2DA. SECCIÓN,"RURAL DE 01 NÚCLEO BÁSICO
",disur,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA005505,SANTA CRUZ,5,REFORMA,SANTA CRUZ (SITIO GRANDE),"UNIDAD MÓVIL
",disur,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA005510,LAS ROSAS,2,LAS ROSAS,LAS ROSAS,"URBANO DE 05 NÚCLEOS BÁSICOS
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA005522,IXTAPILLA,2,LAS ROSAS,IXTAPILLA,"CASA DE SALUD
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA005546,CHIPILINAR,2,LAS ROSAS,EL CHIPILINAR,"RURAL DE 01 NÚCLEO BÁSICO
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA005551,SAN ANTONIO EL PARAJE,2,LAS ROSAS,SAN ANTONIO EL PARAJE,"CASA DE SALUD
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA005563,SABANILLA,6,SABANILLA,SABANILLA,"RURAL DE 01 NÚCLEO BÁSICO
",disur,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA005580,LOS NARANJOS,6,SABANILLA,LOS NARANJOS,"RURAL DE 01 NÚCLEO BÁSICO
",disur,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA005592,EL PARAÍSO,6,SABANILLA,EL PARAÍSO,"RURAL DE 01 NÚCLEO BÁSICO
",disur,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA005604,QUIOICH,6,SABANILLA,QUIOICH,"CASA DE SALUD
",disur,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA005616,FRANCISCO VILLA,6,SABANILLA,FRANCISCO VILLA,"CASA DE SALUD
",disur,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA005621,ATOYAC NAYLUM,6,SABANILLA,ATOYAC NAYLUM,"RURAL DE 01 NÚCLEO BÁSICO
",disur,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA005645,SALTO DE AGUA,6,SALTO DE AGUA,SALTO DE AGUA,"CENTRO DE SALUD CON HOSPITALIZACIÓN
",disur,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
